concat,Product,Cpu_Full,Memory_Full,Gpu_Full
549Windows 10Intel415.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i3 6006U 2GHz,256GB SSD,AMD Radeon R5 M430
548Windows 10Intel415.6Intel HD Graphics 620,V110-15IKB (i5-7200U/4GB/128GB/W10),Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620
548Windows 10Intel415.6Intel HD Graphics 520,Satellite Pro,Intel Core i3 6100U 2.1GHz,128GB SSD,Intel HD Graphics 520
545Chrome OSIntel811.6Intel HD Graphics 500,Chromebook X360,Intel Celeron Dual Core N3350 1.1GHz,64GB Flash Storage,Intel HD Graphics 500
542Windows 10Intel415.6Intel HD Graphics 520,V110-15ISK (i5-6200U/4GB/128GB/W10),Intel Core i5 6200U 2.3GHz,128GB SSD,Intel HD Graphics 520
539Windows 10Intel415.6Intel HD Graphics 520,Vostro 3568,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
539No OSIntel415.6Intel HD Graphics 620,V310-15IKB (i5-7200U/4GB/1TB/No,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
539Windows 10Intel415.6Intel HD Graphics 520,V110-15ISK (i3-6006U/4GB/500GB/W10),Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
538Windows 10Intel415.6Intel HD Graphics 620,Satellite Pro,Intel Core i3 7100U 2.4GHz,500GB HDD,Intel HD Graphics 620
538Windows 10Intel417.3Intel HD Graphics 520,IdeaPad 320-17ISK,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
538Windows 10Intel817.3Intel HD Graphics 520,17-BS037cl (i3-6006U/8GB/1TB/W10),Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
538Windows 10AMD417.3AMD Radeon R5,IdeaPad 110-17ACL,AMD A8-Series 7410 2.2GHz,128GB SSD,AMD Radeon R5
538Windows 10AMD415.6AMD Radeon 520,15-BW037na (A9-9420/4GB/1TB/Radeon,AMD A9-Series 9420 3GHz,1TB HDD,AMD Radeon 520
538Windows 10AMD415.6AMD Radeon R5,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),AMD A9-Series 9420 3GHz,256GB SSD,AMD Radeon R5
538Windows 10Intel415.6Intel HD Graphics 620,250 G6,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
534LinuxIntel415.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i3 6006U 2GHz,256GB SSD,AMD Radeon R5 M430
534Windows 10Intel411.6Intel HD Graphics 405,TravelMate B,Intel Pentium Quad Core N3710 1.6GHz,128GB Flash Storage,Intel HD Graphics 405
534Windows 10Intel415.6Intel HD Graphics 620,250 G6,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
530Windows 10Intel415.6Intel HD Graphics 520,Latitude 3570,Intel Core i3 6100U 2.3GHz,500GB HDD,Intel HD Graphics 520
527Windows 10Intel615.6Intel HD Graphics 620,Spin 3,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
527Windows 10Intel411.6Intel HD Graphics 405,Inspiron 3168,Intel Pentium Quad Core N3710 1.6GHz,500GB HDD,Intel HD Graphics 405
527No OSIntel415.6AMD Radeon R5 M430,IdeaPad 110-15ISK,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M430
527Windows 10Intel410.1Intel HD Graphics 400,Yoga Book,Intel Atom x5-Z8550 1.44GHz,64GB Flash Storage,Intel HD Graphics 400
527Windows 10AMD415.6AMD Radeon 520,15-bw002nv (A6-9220/4GB/256GB/Radeon,AMD A6-Series A6-9220 2.5GHz,256GB SSD,AMD Radeon 520
526Windows 10Intel415.6Intel HD Graphics 520,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
525No OSIntel415.6Intel HD Graphics 520,250 G4,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520
523Windows 10Intel411.6Intel HD Graphics 400,N23 (N3060/4GB/128GB/W10),Intel Celeron Dual Core N3060 1.6GHz,128GB SSD,Intel HD Graphics 400
517Windows 10Intel417.3Nvidia GeForce 920MX,X751NV-TY001 (N4200/4GB/1TB/GeForce,Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Nvidia GeForce 920MX
516Windows 10Intel815.6Intel HD Graphics 620,Inspiron 3567,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
516Windows 10AMD415.6AMD Radeon R5 M420,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,AMD A9-Series 9420 3GHz,1TB HDD,AMD Radeon R5 M420
516Windows 10Intel415.6Intel HD Graphics 520,250 G6,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
516Windows 10AMD815.6AMD Radeon R5,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),AMD A8-Series 7410 2.2GHz,256GB SSD,AMD Radeon R5
516Windows 10Intel415.6AMD Radeon 520,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon 520
516Windows 10Intel415.6Nvidia GeForce GTX 940MX,Aspire 5,Intel Core i3 6006U 2GHz,500GB HDD,Nvidia GeForce GTX 940MX
516No OSIntel415.6Intel HD Graphics 520,IdeaPad 110-15ISK,Intel Core i3 6006U 2.0GHz,1TB HDD,Intel HD Graphics 520
515No OSIntel415.6Intel HD Graphics 620,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,128GB SSD,Intel HD Graphics 620
515Windows 10Intel415.6Nvidia GeForce 920MX ,320-15ISK (i3-6006U/4GB/1TB/GeForce,Intel Core i3 6006U 2GHz,1TB HDD,Nvidia GeForce 920MX 
514No OSIntel415.6Intel HD Graphics 620,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,1TB HDD,Intel HD Graphics 620
513Windows 10Intel417.3Nvidia GeForce 920MX,X751NV-TY001T (N4200/4GB/1TB/GeForce,Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Nvidia GeForce 920MX
512LinuxIntel415.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i3 6006U 2.0GHz,1TB HDD,AMD Radeon R5 M430
512LinuxIntel415.6AMD Radeon R5 M420,Vostro 3568,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M420
509No OSIntel415.6Intel HD Graphics 520,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Intel Core i5 6200U 2.3GHz,1TB HDD,Intel HD Graphics 520
506Chrome OSIntel413.3Intel HD Graphics 510,ThinkPad 13,Intel Celeron Dual Core 3855U 1.6GHz,16GB Flash Storage,Intel HD Graphics 510
505Windows 10Intel815.6Intel HD Graphics 620,Inspiron 3567,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
505No OSIntel815.6Nvidia GeForce 920MX ,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,2TB HDD,Nvidia GeForce 920MX 
505Windows 10Intel815.6Intel HD Graphics 520,IdeaPad 110-15ISK,Intel Core i3 6100U 2.3GHz,1TB HDD,Intel HD Graphics 520
505Windows 10Intel815.6Intel HD Graphics 520,IdeaPad 310-15ISK,Intel Core i3 6006U 2.0GHz,1TB HDD,Intel HD Graphics 520
505Windows 10Intel615.6Intel HD Graphics 620,Inspiron 3567,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
505Windows 10Intel615.6Intel HD Graphics 620,Inspiron 3567,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
505Windows 10Intel615.6Intel HD Graphics 620,Inspiron 3567,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
501LinuxIntel415.6AMD Radeon R5 M420X,Vostro 3568,Intel Core i3 6006U 2.0GHz,1TB HDD,AMD Radeon R5 M420X
496Windows 10AMD415.6AMD Radeon R5,Aspire 3,AMD A9-Series 9420 3GHz,256GB SSD,AMD Radeon R5
495Windows 10Intel415.6Intel HD Graphics 520,Extensa EX2540,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
495No OSIntel415.6Intel HD Graphics 520,V310-15ISK (i3-6006U/4GB/500GB/No,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
494Windows 10Intel415.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M430
494Windows 10Intel415.6Intel HD Graphics 520,Aspire A315-51,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520
494Windows 10Intel415.6Intel HD Graphics 520,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
494Windows 10Intel612.3Intel HD Graphics 500,LapBook 12.3,Intel Celeron Quad Core N3450 1.1GHz,64GB Flash Storage,Intel HD Graphics 500
494Windows 10Intel415.6Intel HD Graphics 505,X541NA (N4200/4GB/1TB/W10),Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Intel HD Graphics 505
494Windows 10AMD815.6AMD Radeon R5,Aspire ES1-523,AMD A8-Series 7410 2.2GHz,1TB HDD,AMD Radeon R5
492Windows 10Intel415.6Intel HD Graphics 520,Aspire A315-51,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
492Windows 10Intel415.6Intel HD Graphics 520,Satellite Pro,Intel Core i3 6006U 2.2GHz,500GB HDD,Intel HD Graphics 520
490Windows 10AMD815.6AMD Radeon R4 Graphics,15-BW094nd (A6-9220/8GB/128GB/W10),AMD A6-Series A6-9220 2.5GHz,128GB SSD,AMD Radeon R4 Graphics
488No OSIntel415.6Intel HD Graphics 520,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,256GB SSD,Intel HD Graphics 520
488Windows 10Intel415.6Intel HD Graphics,Inspiron 3552,Intel Pentium Quad Core N3700 1.6GHz,500GB HDD,Intel HD Graphics
488LinuxIntel415.6Intel HD Graphics 520,Vostro 3568,Intel Core i3 6006U 2.0GHz,1TB HDD,Intel HD Graphics 520
486LinuxIntel415.6Intel HD Graphics 620,Aspire ES1-572,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
483Windows 10AMD417.3AMD Radeon 530,17-ak001nv (A6-9220/4GB/500GB/Radeon,AMD A6-Series 9220 2.5GHz,500GB HDD,AMD Radeon 530
483Windows 10Intel415.6Intel HD Graphics 520,15-bs002nv (i3-6006U/4GB/128GB/FHD/W10),Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520
483Windows 10Intel615.6Intel HD Graphics 620,Inspiron 3567,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
483Windows 10Intel415.6Intel HD Graphics 520,250 G6,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
483Windows 10Intel415.6AMD Radeon 520,250 G6,Intel Core i3 6006U 2GHz,500GB HDD,AMD Radeon 520
479Windows 10Intel411.6Intel HD Graphics 400,TravelMate B,Intel Celeron Dual Core N3060 1.6GHz,128GB SSD,Intel HD Graphics 400
479Windows 10Intel415.6Intel HD Graphics 620,VivoBook Max,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
472Windows 10AMD815.6AMD Radeon R7,IdeaPad 320-15ABR,AMD A12-Series 9720P 3.6GHz,1TB HDD,AMD Radeon R7
472Windows 10Intel415.6Intel HD Graphics 520,V110-15ISK (i3-6006U/4GB/128GB/W10),Intel Core i3 6006U 2.0GHz,128GB SSD,Intel HD Graphics 520
471LinuxIntel415.6AMD Radeon R5 M430,Inspiron 3567,Intel Core i3 6006U 2.0GHz,1TB HDD,AMD Radeon R5 M430
469Windows 10AMD415.6AMD Radeon R5,Aspire 3,AMD A9-Series 9420 3GHz,128GB SSD,AMD Radeon R5
461Windows 10Intel415.6Intel HD Graphics 500,Ideapad 320-15IAP,Intel Celeron Dual Core N3350 1.1GHz,500GB HDD,Intel HD Graphics 500
461Windows 10Intel415.6Intel HD Graphics 500,L502NA-GO052T (N3350/4GB/128GB/W10),Intel Celeron Dual Core N3350 1.1GHz,128GB SSD,Intel HD Graphics 500
461Windows 10Intel415.6Intel HD Graphics 520,Inspiron 3567,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
457LinuxIntel415.6Intel HD Graphics 520,X541UA-DM1897 (i3-6006U/4GB/256GB/FHD/Linux),Intel Core i3 6006U 2GHz,256GB SSD,Intel HD Graphics 520
456Windows 10Intel415.6Intel HD Graphics 520,Ideapad 310-15ISK,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
453LinuxIntel415.6Intel HD Graphics 520,Aspire 3,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520
452Windows 10Intel415.6Intel HD Graphics 520,Aspire ES1-572,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
450Windows 10Intel415.6Intel HD Graphics 520,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
450Windows 10AMD615.6AMD Radeon R5,Aspire 3,AMD A9-Series 9420 3GHz,1TB HDD,AMD Radeon R5
444No OSIntel415.6Intel HD Graphics 520,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520
443Windows 10AMD415.6AMD Radeon R5 M420,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,AMD A9-Series 9420 3GHz,1TB HDD,AMD Radeon R5 M420
440Windows 10AMD415.6AMD Radeon R5,Aspire 3,AMD A9-Series 9420 3GHz,500GB HDD,AMD Radeon R5
439Windows 10AMD415.6AMD R4 Graphics,IdeaPad 320-15AST,AMD A6-Series 9220 2.5GHz,128GB SSD,AMD R4 Graphics
439Windows 10Intel815.6Intel HD Graphics 500,X541NA-GO414T (N3350/8GB/1TB/W10),Intel Celeron Dual Core N3350 1.1GHz,1TB HDD,Intel HD Graphics 500
439Windows 10AMD415.6AMD Radeon 530,IdeaPad 320-15AST,AMD A9-Series 9420 2.9GHz,256GB SSD,AMD Radeon 530
439Windows 10AMD415.6AMD Radeon R4 Graphics,255 G6,AMD A6-Series 9220 2.5GHz,500GB HDD,AMD Radeon R4 Graphics
439Windows 10Intel415.6Intel HD Graphics 620,Pro P2540UA-XO0198T,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
439Windows 10Intel415.6Intel HD Graphics 405,250 G6,Intel Pentium Quad Core N3710 1.6GHz,256GB SSD,Intel HD Graphics 405
439LinuxIntel415.6Intel HD Graphics 505,X541NA-GO121 (N4200/4GB/1TB/Linux),Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Intel HD Graphics 505
438Windows 10AMD415.6AMD Radeon R4 Graphics,255 G6,AMD A6-Series 9220 2.5GHz,256GB SSD,AMD Radeon R4 Graphics
438Windows 10AMD415.6AMD Radeon R4,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),AMD A6-Series 9220 2.5GHz,1TB HDD,AMD Radeon R4
438No OSIntel415.6Intel HD Graphics 520,V110-15ISK (i5-6200U/4GB/500GB/No,Intel Core i5 6200U 2.3GHz,500GB HDD,Intel HD Graphics 520
437Windows 10Intel415.6Intel HD Graphics 520,250 G6,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
435Windows 10AMD415.6AMD Radeon R5,Aspire 3,AMD A9-Series 9420 3GHz,1TB HDD,AMD Radeon R5
433No OSIntel415.6Intel HD Graphics 620,250 G6,Intel Core i5 7200U 2.5GHz,500GB HDD,Intel HD Graphics 620
433LinuxIntel415.6Intel HD Graphics,Inspiron 3552,Intel Pentium Quad Core N3700 1.6GHz,500GB HDD,Intel HD Graphics
429LinuxIntel415.6Intel HD Graphics 520,Aspire A315-51,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
428LinuxIntel415.6Intel HD Graphics 620,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 620
428Windows 10Intel814Intel HD Graphics 520,Aspire E5-475,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
428Windows 10Intel815.6Intel HD Graphics 405,15-AY023na (N3710/8GB/2TB/W10),Intel Pentium Quad Core N3710 1.6GHz,2TB HDD,Intel HD Graphics 405
428Windows 10Intel814Intel HD Graphics 405,14-am079na (N3710/8GB/2TB/W10),Intel Pentium Quad Core N3710 1.6GHz,2TB HDD,Intel HD Graphics 405
428Windows 10Intel414Intel HD Graphics 500,SmartBook Edge,Intel Celeron Quad Core N3450 1.1GHz,32GB SSD,Intel HD Graphics 500
428Chrome OSIntel411.6Intel HD Graphics 400,Chromebook C738T-C2EJ,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
426Windows 10AMD415.6AMD Radeon R5,Aspire ES1-523,AMD A8-Series 7410 2.2GHz,500GB HDD,AMD Radeon R5
424Chrome OSIntel411.6Intel HD Graphics 400,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,16GB Flash Storage,Intel HD Graphics 400
422Windows 10Intel415.6Intel HD Graphics 620,Aspire 3,Intel Core i3 7100U 2.4GHz,1TB HDD,Intel HD Graphics 620
418Windows 10Intel415.6Intel HD Graphics 505,Aspire ES1-533,Intel Pentium Quad Core N4200 1.1GHz,500GB HDD,Intel HD Graphics 505
417Chrome OSIntel411.6Intel HD Graphics 400,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,Intel Celeron Quad Core N3160 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
417Windows 10AMD417.3AMD Radeon R3,IdeaPad 110-17ACL,AMD A4-Series 7210 2.2GHz,500GB HDD,AMD Radeon R3
417Windows 10Intel215.6Intel HD Graphics,Inspiron 3552,Intel Celeron Dual Core N3050 1.6GHz,500GB HDD,Intel HD Graphics
417Windows 10Intel215.6Intel HD Graphics,Inspiron 3552,Intel Celeron Dual Core N3050 1.6GHz,500GB HDD,Intel HD Graphics
417Windows 10Intel215.6Intel HD Graphics,Inspiron 3552,Intel Celeron Dual Core N3050 1.6GHz,500GB HDD,Intel HD Graphics
413Windows 10Intel411.6Intel HD Graphics 500,VivoBook Flip,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
413Chrome OSIntel414Intel HD Graphics 510,Chromebook 14,Intel Celeron Dual Core 3855U 1.6GHz,32GB Flash Storage,Intel HD Graphics 510
406No OSIntel415.6Intel HD Graphics 520,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,128GB SSD,Intel HD Graphics 520
406Windows 10AMD415.6AMD Radeon R4 Graphics,255 G6,AMD A6-Series 9220 2.5GHz,256GB SSD,AMD Radeon R4 Graphics
406Windows 10Intel413.3Intel HD Graphics 500,SmartBook Edge,Intel Celeron Quad Core N3450 1.1GHz,32GB SSD,Intel HD Graphics 500
406Windows 10Intel415.6Intel HD Graphics,Inspiron 3552,Intel Pentium Quad Core N3710 1.6GHz,500GB HDD,Intel HD Graphics
406Windows 10Intel415.6Intel HD Graphics,X553SA-XX021T (N3050/4GB/500GB/W10),Intel Celeron Dual Core N3050 1.6GHz,500GB HDD,Intel HD Graphics
406Windows 10Intel415.6Intel HD Graphics,X553SA-XX031T (N3050/4GB/500GB/W10),Intel Celeron Dual Core N3050 1.6GHz,500GB HDD,Intel HD Graphics
406Windows 10Intel415.6Intel HD Graphics,X553SA-XX031T (N3050/4GB/500GB/W10),Intel Celeron Dual Core N3050 1.6GHz,500GB HDD,Intel HD Graphics
406Windows 10Intel415.6Intel HD Graphics,X553SA-XX031T (N3050/4GB/500GB/W10),Intel Celeron Dual Core N3050 1.6GHz,500GB HDD,Intel HD Graphics
405No OSIntel415.6AMD Radeon R5 M430,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Intel Core i3 6006U 2GHz,1TB HDD,AMD Radeon R5 M430
404LinuxIntel415.6Intel HD Graphics 620,Aspire 3,Intel Core i3 7130U 2.7GHz,1TB HDD,Intel HD Graphics 620
401No OSIntel415.6Intel HD Graphics 520,250 G6,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
400Windows 10Intel415.6Intel HD Graphics 505,Aspire 3,Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Intel HD Graphics 505
398LinuxIntel415.6Intel HD Graphics 520,Aspire ES1-572,Intel Core i3 6006U 2.0GHz,500GB HDD,Intel HD Graphics 520
396No OSIntel415.6Intel HD Graphics 505,IdeaPad 320-15IAP,Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Intel HD Graphics 505
395LinuxIntel415.6Intel HD Graphics 520,Inspiron 3567,Intel Core i3 6006U 2.0GHz,1TB HDD,Intel HD Graphics 520
395Chrome OSIntel415.6Intel HD Graphics,Chromebook CB5-571-C1DZ,Intel Celeron Dual Core 3205U 1.5GHz,16GB Flash Storage,Intel HD Graphics
391Chrome OSIntel411.6Intel HD Graphics 400,Chromebook 11,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
384Windows 10AMD415.6AMD Radeon R2,15-bw000nv (E2-9000e/4GB/500GB/Radeon,AMD E-Series E2-9000e 1.5GHz,500GB HDD,AMD Radeon R2
384No OSIntel415.6Intel HD Graphics 520,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
384Windows 10Intel415.6Intel HD Graphics 505,IdeaPad 320-15IAP,Intel Pentium Quad Core N4200 1.1GHz,128GB SSD,Intel HD Graphics 505
384Windows 10AMD415.6AMD Radeon R2 Graphics,VivoBook X540YA-XX519T,AMD E-Series 7110 1.8GHz,500GB HDD,AMD Radeon R2 Graphics
384Windows 10Intel411.6Intel HD Graphics 500,Spin SP111-31,Intel Celeron Dual Core N3350 2.0GHz,32GB Flash Storage,Intel HD Graphics 500
384Windows 10Intel414Intel HD Graphics 405,Swift SF114-31-P5HY,Intel Pentium Quad Core N3710 1.6GHz,128GB Flash Storage,Intel HD Graphics 405
384Windows 10AMD415.6AMD Radeon R2 Graphics,IdeaPad 320-15AST,AMD E-Series E2-9000 2.2GHz,128GB SSD,AMD Radeon R2 Graphics
384Chrome OSIntel414Intel HD Graphics 400,Chromebook 14,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
383Windows 10Intel415.6Intel HD Graphics 500,Aspire A315-31,Intel Celeron Dual Core N3350 1.1GHz,1TB HDD,Intel HD Graphics 500
383Windows 10Intel414.1Intel HD Graphics 500,VivoBook L402NA,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
382Windows 10Intel415.6Intel HD Graphics 400,15-ra044nv (N3060/4GB/500GB/W10),Intel Celeron Dual Core N3060 1.6GHz,500GB HDD,Intel HD Graphics 400
381No OSIntel415.6Intel HD Graphics 520,250 G6,Intel Core i3 6006U 2GHz,1TB HDD,Intel HD Graphics 520
379No OSIntel415.6Intel HD Graphics 520,250 G6,Intel Core i3 6006U 2GHz,500GB HDD,Intel HD Graphics 520
378Windows 10Intel415.6Intel HD Graphics 500,X541NA (N3350/4GB/1TB/FHD/W10),Intel Celeron Dual Core N3350 1.1GHz,1TB HDD,Intel HD Graphics 500
378Windows 10Intel415.6Intel HD Graphics 505,IdeaPad 320-15IAP,Intel Pentium Quad Core N4200 1.1GHz,500GB HDD,Intel HD Graphics 505
374Windows 10 SIntel411.6Intel HD Graphics 500,VivoBook E201NA,Intel Celeron Dual Core N3350 1.1GHz,64GB Flash Storage,Intel HD Graphics 500
373No OSIntel415.6Intel HD Graphics 520,V110-15ISK (i3-6006U/4GB/1TB/No,Intel Core i3 6006U 2.0GHz,1TB HDD,Intel HD Graphics 520
373Windows 10Intel415.6Intel HD Graphics 500,X541NA-GO020T (N3350/4GB/1TB/W10),Intel Celeron Dual Core N3350 1.1GHz,1TB HDD,Intel HD Graphics 500
366Windows 10Intel415.6Intel HD Graphics 500,Aspire 3,Intel Celeron Dual Core N3350 2GHz,500GB HDD,Intel HD Graphics 500
363Windows 10AMD415.6AMD Radeon R2,15-rb013nv (E2-9000e/4GB/500GB/W10),AMD E-Series 9000e 1.5GHz,500GB HDD,AMD Radeon R2
363Chrome OSIntel214Intel HD Graphics 400,Chromebook 14,Intel Celeron Dual Core N3060 1.6GHz,32GB Flash Storage,Intel HD Graphics 400
362Windows 10Intel414Intel HD Graphics 500,Aspire 1,Intel Celeron Quad Core N3450 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
362No OSIntel815.6Intel HD Graphics 405,IdeaPad 110-15IBR,Intel Celeron Quad Core N3710 1.6GHz,1TB HDD,Intel HD Graphics 405
358Chrome OSIntel414Intel HD Graphics 400,N42-20 Chromebook,Intel Celeron Quad Core N3160 1.6GHz,16GB Flash Storage,Intel HD Graphics 400
356LinuxIntel415.6Intel HD Graphics,Inspiron 3552,Intel Pentium Quad Core N3710 1.6GHz,500GB HDD,Intel HD Graphics
354No OSIntel415.6Intel HD Graphics 500,IdeaPad 320-15IAP,Intel Celeron Dual Core N3350 1.1GHz,1TB HDD,Intel HD Graphics 500
351AndroidIntel410.1Intel HD Graphics 400,Yoga Book,Intel Atom x5-Z8550 1.44GHz,64GB Flash Storage,Intel HD Graphics 400
350Windows 10Intel415.6Intel HD Graphics 510,V110-15ISK (3855U/4GB/500GB/W10),Intel Celeron Dual Core 3855U 1.6GHz,500GB HDD,Intel HD Graphics 510
340No OSAMD415.6AMD Radeon R4 Graphics,IdeaPad 320-15AST,AMD A6-Series 9220 2.9GHz,500GB HDD,AMD Radeon R4 Graphics
340Windows 10Intel415.6Intel HD Graphics 400,Inspiron 3552,Intel Celeron Dual Core N3060 1.60GHz,500GB HDD,Intel HD Graphics 400
340Windows 10Intel415.6Intel HD Graphics 505,IdeaPad 320-15IAP,Intel Pentium Quad Core N4200 1.1GHz,1TB HDD,Intel HD Graphics 505
340Windows 10Intel415.6Intel HD Graphics 405,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Intel Pentium Quad Core N3710 1.6GHz,1TB HDD,Intel HD Graphics 405
337Windows 10Intel415.6Intel HD Graphics 500,IdeaPad 320-15IAP,Intel Celeron Dual Core N3350 1.1GHz,1TB HDD,Intel HD Graphics 500
335Windows 10Intel211.6Intel HD Graphics 500,Lenovo IdeaPad,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
334Windows 10Intel415.6Intel HD Graphics 500,X541NA-PD1003Y (N4200/4GB/500GB/W10),Intel Pentium Quad Core N4200 1.1GHz,500GB HDD,Intel HD Graphics 500
329Windows 10Intel411.6Intel HD Graphics 500,FlexBook Edge,Intel Celeron Dual Core N3350 1.1GHz,32GB SSD,Intel HD Graphics 500
329Windows 10Intel414Intel HD Graphics 500,IdeaPad 320-14IAP,Intel Celeron Dual Core N3350 1.1GHz,500GB HDD,Intel HD Graphics 500
329Windows 10Intel414Intel HD Graphics 500,R417NA-RS01 (N3350/4GB/32GB/W10),Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
329No OSIntel415.6Intel HD Graphics 400,250 G6,Intel Celeron Dual Core N3060 1.6GHz,128GB SSD,Intel HD Graphics 400
329Windows 10AMD415.6AMD Radeon R2 Graphics,IdeaPad 320-15AST,AMD E-Series 9000 2.2GHz,500GB HDD,AMD Radeon R2 Graphics
328Windows 10Intel414Intel HD Graphics 500,VivoBook E403NA,Intel Celeron Dual Core N3350 1.1GHz,32GB Flash Storage,Intel HD Graphics 500
